generation,size,min_fitness,max_fitness,mean_fitness,dev_fitness,species_size,runtime
0,2,0.02104614317614705,0.183655233593303,0.10235068838472502,0.08130454520857797,2,2488.364103000611
1,20,0.02104570125235583,0.183655233593303,0.11811194960178109,0.07274488130708022,16,2877.7132857944816
2,20,0.021045895671139635,0.183655233593303,0.10383259699074651,0.06680897310031897,32,3009.7243492696434
3,20,0.021045899607807894,0.183655233593303,0.1103281601789438,0.05988631129905728,50,2695.975368289277
4,20,0.021045708732682255,0.183655233593303,0.11056757996556602,0.0570239967249605,67,2765.641440441832
5,20,0.021045272489726506,0.18365412719400234,0.10905589834120663,0.050542239423295436,84,2756.05528030172
6,20,0.021045720935348185,0.17921074422427033,0.11704436183308604,0.04210215881482322,100,2672.850361475721
7,20,0.021045720935348185,0.17921074422427033,0.10753711600027165,0.04813825776982304,116,1549.4011592902243
8,20,0.021045777952740277,0.17027280937584854,0.10138032173028351,0.04536982616520751,133,2838.2991471476853
9,20,0.021045766650827316,0.16825468591393877,0.08863870382598409,0.039343912120013085,151,2961.7023138534278
10,20,0.021045462487892023,0.16813747967764056,0.07890812680494123,0.04905662590145545,169,2933.576235756278
11,20,0.021045641790894482,0.16443184914886083,0.06928585857617536,0.044945157567345864,189,3216.271434785798
12,20,0.02108254684713577,0.1717089547063867,0.09544871375007814,0.05770882960368914,207,2853.513242026791
13,20,0.02108254898777571,0.15256789917047575,0.08786815536737921,0.045106377244537,227,2863.0124695468694
14,20,0.02108254687501151,0.1736318173064874,0.0866240780444057,0.043169924213767676,246,2905.6476209685206
15,20,0.02164376930289318,0.17849769101593727,0.09665227529885871,0.05103312386385621,266,2471.8312126100063
16,20,0.02164376930289318,0.17754878385996653,0.09548479587855423,0.0492362533382378,283,1642.3360174894333
17,20,0.021378209121239996,0.17572480315389216,0.09411619574417995,0.05200655885299999,302,2634.4831678848714
18,20,0.021378209121239996,0.17175000601643914,0.10010830237306925,0.044346808542115604,321,1786.1406659018248
19,20,0.038778857062051635,0.16817552398659136,0.10087556345456924,0.040624929180228316,339,1767.8518239557743
20,20,0.03972617826502941,0.15500780479926635,0.1026556037995076,0.035721121787191466,356,1546.0337003972381
