generation,size,min_fitness,max_fitness,mean_fitness,dev_fitness,species_size,runtime
0,2,0.013377899097278092,0.09679833042125706,0.05508811475926757,0.04171021566198948,2,602.1500324606895
1,20,0.013377899097278092,0.09679833042125706,0.05221035809518147,0.033698025578775985,19,722.7994003482163
2,20,0.013612350280921403,0.09679833042125706,0.043054700935339515,0.03130057245046928,36,736.7934698369354
3,20,0.013608975796996834,0.08995352153885071,0.04331276753220041,0.027532153240674095,54,688.5226933117956
4,20,0.014799243846943384,0.08719429636136762,0.04079298433523686,0.02227048259663744,74,728.0270657744259
5,20,0.014799243846943384,0.08364567881865627,0.037983375967444534,0.022814535724985027,92,716.760911187157
6,20,0.0147999903514752,0.0746955467581937,0.03407588451988747,0.017585603279432285,111,742.4873982965946
7,20,0.01367969996910382,0.08131407713709032,0.038299221468891656,0.02161656436391966,130,721.0744256321341
8,20,0.013634092333347482,0.07107880449967983,0.03449763455107783,0.019207334090058408,150,735.9884027764201
9,20,0.013696222926840194,0.0601268096625326,0.03221768988101268,0.014860354303212506,170,742.1453235410154
10,20,0.01349974809997217,0.07295784512277655,0.0340019642302046,0.015049170915488474,190,755.7001360524446
11,20,0.013687299515746149,0.07295784512277655,0.034850449971754634,0.01344391170537775,209,734.9592515714467
12,20,0.014953752055070447,0.056355469182276664,0.034630318800335944,0.011053833658958004,229,721.592747900635
13,20,0.016563506859467465,0.05859738413662098,0.03374989377744938,0.011172352746058075,249,735.6141042560339
14,20,0.02083004863419263,0.047923931280545416,0.03558959145007154,0.007908373677526444,269,694.9681863486767
15,20,0.014927728089997368,0.07014922918293276,0.032915785533491844,0.01508618717302023,289,707.671334726736
16,20,0.016873017905846235,0.058090947131240925,0.02941472919175192,0.011068865078892973,308,722.6509603690356
17,20,0.016603261264614158,0.058072616964957,0.030435939010169184,0.012039976494858787,327,725.6356337089092
18,20,0.016603260970485496,0.05658146914424614,0.03347943219158409,0.012899825936246449,347,721.6936283707619
19,20,0.01499316537131557,0.06324376602131039,0.03499616306139375,0.013168229995961215,365,664.6367519311607
20,20,0.015142814819965508,0.07150542589246864,0.034310812716852136,0.012982089794664581,385,693.2846137229353
