individual,fitness
"1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0",0.19482766611500496
"1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0",0.19482731690801916
"1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0",0.19482263248823387
"1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0",0.19475672618340567
"1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0",0.19474810175195764
"1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0",0.19474796943680442
"1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0",0.1947334924319125
"1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0",0.19472446406108812
"1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0",0.19468146566862143
"0,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0",0.19376482566534423
"1,1,1,1,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0",0.18908190791005286
"1,1,1,1,1,1,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0",0.18903722482193513
"1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0",0.18464174882842171
"1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0",0.18362231549684382
"1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0",0.1800823399022418
"1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1",0.18006882208674138
"1,1,1,1,1,0,0,1,1,0,0,0,1,0,0,1,1,1,0,0,0,0",0.17769688521042032
"1,1,1,1,0,0,1,0,1,0,1,1,1,0,0,1,0,0,0,0,1,0",0.17737622770615735
"1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0",0.17737602407507946
"1,1,1,1,0,0,0,1,1,0,1,0,1,0,0,1,0,0,1,1,0,0",0.17315996198197953
"1,1,1,1,0,0,0,1,1,1,0,1,0,0,0,0,1,1,1,0,0,0",0.17315422187025487
"1,1,1,1,0,0,1,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0",0.17311430169233472
"1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0",0.17059258972011196
"1,1,1,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0",0.1662822460225041
"1,0,1,1,1,0,1,1,1,1,0,0,0,1,0,0,1,1,0,0,0,0",0.16603645714696216
"1,0,1,1,1,1,1,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0",0.16294029017016315
"1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0",0.1628496197391539
"1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0",0.15944341729612757
"1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1",0.15944311775918943
"1,1,1,0,1,0,0,0,1,1,1,0,1,1,1,0,0,0,0,1,0,0",0.1590940758665817
"1,0,1,1,1,0,1,0,1,0,0,1,1,0,0,1,0,0,1,1,0,0",0.15897048129712174
"1,0,1,1,1,0,1,1,0,0,0,1,1,0,0,1,0,0,1,1,0,0",0.1589346453031848
"1,0,1,1,1,0,1,1,1,0,0,0,1,0,0,1,0,0,1,1,0,0",0.15889943466179532
"1,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0",0.15652839153994383
"1,1,1,1,1,1,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0",0.15633612443168263
"1,1,1,1,1,1,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0",0.15633387484676234
"1,1,1,0,0,0,0,1,1,0,1,1,1,0,1,1,0,0,1,0,0,0",0.154797943075539
"1,0,1,1,0,0,0,1,1,1,0,1,1,0,1,1,0,1,0,0,0,0",0.1547822216179657
"0,1,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0",0.154781889551737
"1,1,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0",0.154781889551737
"1,1,1,0,0,0,1,1,0,1,0,1,1,0,1,0,0,0,1,0,1,0",0.154702249979127
"1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,0,0,0,1,0,0",0.15063663110869707
"1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,1,0",0.15063645764141587
"1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,1,0",0.15063645157930927
"1,1,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1",0.15063637069142152
"1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,1",0.15063636939240016
