generation,size,min_fitness,max_fitness,mean_fitness,dev_fitness,species_size,runtime
0,2,0.03923729914379612,0.2641471175952445,0.1516922083695203,0.1124549092257242,2,3029.8119409754872
1,20,0.0392358397532939,0.2641471175952445,0.1463083545331806,0.102688314304309,17,3792.990510880947
2,20,0.03923647620157194,0.26414457185131995,0.15602945250961328,0.08690925547546599,33,3355.6505538001657
3,20,0.039236472723958034,0.26414457185131995,0.16512419358704183,0.08823411345571988,50,3510.1928885765374
4,20,0.06691833192357723,0.26414457185131995,0.17745763938285822,0.07854274099845143,65,2178.584488209337
5,20,0.06683147952132877,0.257346504590007,0.18835508618969943,0.06933449285794836,79,2047.2868167757988
6,20,0.03929867030917252,0.25733466549817524,0.17955315123227755,0.059738829484308476,95,3155.5682352408767
7,20,0.039298684744527655,0.2573443043988034,0.1717085215772071,0.0718837557649027,114,3366.8772494755685
8,20,0.039236025552105584,0.26406344714687746,0.16284789198088323,0.07523299378515912,134,3809.866876207292
9,20,0.039236025552105584,0.2562978036154126,0.1309380328886794,0.0773690314740798,153,3792.5436006113887
10,20,0.03923593601960055,0.2478089898620013,0.1178876777699818,0.060995692307684715,173,3895.0580904074013
11,20,0.03923576843704565,0.25170615001160646,0.1126691490120646,0.0783714053075306,192,3831.023179523647
12,20,0.039236343003879584,0.24528352024128938,0.11683350175508792,0.07001678101286407,211,3539.4421126693487
13,20,0.039298684744527655,0.2394414230643128,0.10023003972992037,0.06584067425638783,230,3498.6547981128097
14,20,0.040339034725905776,0.18738840748506191,0.09355376768286869,0.045201450971108836,247,3032.145515792072
15,20,0.03929867592851395,0.230683143921856,0.09094648464858944,0.045228341283904905,264,3429.843533087522
16,20,0.04088010796209744,0.2436972247347896,0.11449907388598202,0.06506596326569843,283,3446.4818396419287
17,20,0.04088011748694383,0.2590737498842965,0.11029194152549633,0.06053797106096814,300,2790.9886322654784
18,20,0.040880107917156086,0.247807892726752,0.1361257350966868,0.06061397329582436,320,3218.933135267347
19,20,0.039236049066875646,0.25908826224608494,0.1528688127562257,0.07116163446071604,340,3688.5947573259473
20,20,0.027703258874106313,0.2537048034391558,0.13740433375952904,0.07007817778214552,360,4101.437933105975
